iyear;imonth;iday;country;region;provstate;city;latitude;longitude;attacktype1;attacktype2;attacktype3;targtype1;natlty1;targtype2;natlty2;targtype3;natlty3;gname;gname2;gname3;weaptype1;weaptype2;weaptype3;weaptype4;nkill;nwound
2009;1;5;95;10;Kirkuk;Cheman;35,466667;44,316667;2;;;22;95;;;;;Unknown;;;5;;;;2;1
2009;1;5;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;12
2009;1;5;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;1;95;;;;;Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq);;;6;;;;0;4
2009;1;5;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;4
2009;1;5;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;5
2009;1;5;95;10;Nineveh;Mosul;36,354145;43,14357;3;;;14;95;;;;;Unknown;;;6;;;;0;7
2009;1;5;21;8;Brussels;Brussels;50,836426;4,367415;7;;;15;21;;;;;Unknown;;;8;;;;0;0
2009;1;5;69;8;Midi-Pyrenees;Toulouse;43,604652;1,444209;7;;;15;69;;;;;Unknown;;;8;;;;0;0
2009;1;5;153;6;North-West Frontier Province;Charbagh;34,835294;72,441886;2;;;14;153;;;;;Unknown;;;5;;;;1;0
2009;1;5;153;6;Federally Administered Tribal Areas;Miran Shah;33,006516;70,068253;2;;;14;153;14;4;;;Unknown;;;5;;;;3;0
2009;1;5;153;6;Balochistan;Quetta;30,200819;66,994354;2;;;14;153;;;;;Unknown;;;5;;;;2;0
2009;1;5;153;6;North-West Frontier Province;Matta;34,92969;72,416834;3;;;10;153;;;;;Unknown;;;6;;;;0;0
2009;1;5;153;6;Balochistan;Sui;28,633307;69,190369;3;;;21;153;;;;;Baloch Republican Army (BRA);;;6;;;;0;0
2009;1;5;92;6;Jharkhand;Telari;24,317736;84,098646;2;6;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;1;0
2009;1;5;4;6;Kandahar;Kandahar;31,631083;65,742226;2;;;14;4;;;;;Unknown;;;5;;;;1;0
2009;1;5;153;6;Federally Administered Tribal Areas;Mohmand district;34,565494;71,477429;6;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;13;;;;0;0
2009;1;5;78;8;Attica;Athens;37,99749;23,762728;2;3;;3;78;;;;;Revolutionary Struggle;;;5;5;6;;0;1
2009;1;5;97;10;Southern;Eshkol regional council;31,192114;34,449473;3;;;14;97;;;;;Unknown;;;6;;;;0;2
2009;1;6;160;5;North Cotabato;Kabacan;7,107996;124,82476;3;;;1;160;;;;;Al-Khobar;;;6;;;;0;0
2009;1;6;147;11;Kaduna;Unknown;10,516667;7,433333;7;;;14;147;;;;;Unknown;;;8;;;;0;0
2009;1;6;95;10;Nineveh;Mosul;36,354145;43,14357;7;;;16;95;;;;;Unknown;;;8;;;;0;0
2009;1;6;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;0
2009;1;6;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;0
2009;1;6;95;10;Nineveh;Mosul;36,354145;43,14357;1;;;3;95;;;;;Unknown;;;6;;;;0;0
2009;1;6;153;6;Federally Administered Tribal Areas;Miran Shah;33,006516;70,068253;2;;;14;4;;;;;Taliban;;;5;;;;2;0
2009;1;6;153;6;Federally Administered Tribal Areas;Mohmand district;34,565494;71,477429;3;;;14;153;;;;;Unknown;;;6;;;;0;4
2009;1;6;153;6;North-West Frontier Province;Swat district;35,079406;72,428758;7;;;8;153;;;;;Unknown;;;8;;;;0;0
2009;1;6;153;6;Federally Administered Tribal Areas;Mohmand district;34,565494;71,477429;3;;;2;153;;;;;Unknown;;;6;;;;0;0
2009;1;6;182;11;Bay;Burhakaba;2,798167;44,07856;6;;;2;182;;;;;Somali Islamic Front;;;13;;;;0;0
2009;1;6;4;6;Kapisa;;34,981057;69,621456;2;6;;1;4;;;;;Unknown;;;5;;;;1;0
2009;1;6;186;6;Western;Colombo;6,941837;79,861687;5;2;;16;186;;;;;Unknown;;;5;6;;;0;0
2009;1;6;97;10;Central;Gedera;31,811619;34,78194;3;;;14;97;;;;;Unknown;;;6;;;;0;6
2009;1;7;160;5;Sultan Kudarat;Kalamansig;6,553544;124,051706;7;;;14;160;;;;;Moro Islamic Liberation Front (MILF);;;8;;;;0;0
2009;1;7;160;5;North Cotabato;Kabacan;7,109277;124,825247;3;;;15;160;;;;;Moro Islamic Liberation Front (MILF);;;6;;;;0;0
2009;1;7;160;5;Maguindanao;Labu Labu;6,867985;124,476389;3;;;19;160;;;;;Moro Islamic Liberation Front (MILF);;;6;;;;0;0
2009;1;7;205;5;Yala;Muang;6,545499;101,2799;3;;;8;205;;;;;Unknown;;;6;;;;0;1
2009;1;7;182;11;Bay;Burhakaba;2,798167;44,07856;6;;;2;182;;;;;23 May Democratic Alliance (Algeria);;;13;;;;0;0
2009;1;7;123;11;Kidal;Unknown;18,449418;1,409841;6;;;1;123;;;;;23 May Democratic Alliance (Algeria);;;13;;;;0;0
2009;1;7;95;10;Nineveh;Mosul;36,354145;43,14357;2;;;2;95;;;;;Unknown;;;5;;;;0;0
2009;1;7;95;10;Nineveh;Mosul;36,354145;43,14357;3;;;2;95;;;;;Unknown;;;6;;;;0;2
2009;1;7;186;6;Western;Colombo;6,941837;79,861687;3;;;19;186;;;;;Unknown;;;6;;;;0;0
2009;1;7;153;6;North-West Frontier Province;Matta;34,92969;72,416834;2;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;1;0
2009;1;7;153;6;North-West Frontier Province;Swat district;35,079406;72,428758;2;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;1;0
2009;1;7;153;6;Balochistan;Sui;28,633307;69,190369;3;;;21;153;;;;;Unknown;;;6;;;;0;0
2009;1;7;153;6;Balochistan;Sui;28,633307;69,190369;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2009;1;7;153;6;North-West Frontier Province;Swat district;35,079406;72,428758;6;;;2;153;;;;;Unknown;;;13;;;;0;0
2009;1;7;92;6;Chhattisgarh;Bijapur;18,791667;80,816667;9;;;3;92;14;92;;;Communist Party of India - Maoist (CPI-Maoist);;;13;;;;3;0
2009;1;7;92;6;Chhattisgarh;Belchar;19,010275;81,095978;9;;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;13;;;;1;0
2009;1;7;92;6;Chhattisgarh;Dantewada district;18,9;81,35;7;;;19;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;8;;;;0;0
2009;1;7;4;6;Herat;Injil district;34,301389;62,246389;3;;;14;4;;;;;Unknown;;;6;;;;0;0
2009;1;7;78;8;Attica;Athens;37,99749;23,762728;7;;;1;78;;;;;Unknown;;;8;;;;0;0
2009;1;8;97;10;Northern;Nahariyya;33,004219;35,092571;3;;;14;97;;;;;Popular Front for the Liberation of Palestine (PFLP);;;6;;;;0;2
2009;1;8;95;10;Saladin;Tuz Khormato district;34,88576;44,639424;2;;;22;95;;;;;Unknown;;;5;;;;1;0
2009;1;8;182;11;Banaadir;Mogadishu;2,059819;45,326115;2;;;7;182;;;;;Unknown;;;5;;;;1;0
2009;1;8;95;10;Diyala;Sadiyah;34,125729;45,003342;2;;;14;95;;;;;Unknown;;;5;;;;1;0
2009;1;8;45;3;Bogota;Bogota;4,667128;-74,106056;7;;;19;45;;;;;Unknown;;;8;;;;0;1
2009;1;8;153;6;Federally Administered Tribal Areas;North Waziristan district;32,974638;70,14558;2;;;2;153;3;153;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;2;2
2009;1;8;153;6;North-West Frontier Province;Peshawar;34,006004;71,53743;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2009;1;8;205;5;Bangkok;Bangkok;13,727896;101,178976;3;;;2;205;;;;;Unknown;;;6;;;;0;0
2009;1;8;160;5;Albay;Malilipot;13,318707;123,738248;3;;;16;160;;;;;New People's Army (NPA);;;6;;;;0;0
2009;1;8;182;11;Gedo;Garbaharey;3,32728;42,218563;3;;;2;182;3;182;;;Al-Shabaab;;;6;;;;4;0
2009;1;9;229;11;Orientale;Kana;3,25724;30,173363;9;;;14;229;;;;;Lord's Resistance Army (LRA);;;13;;;;20;0
2009;1;9;95;10;Diyala;Sadiyah district;34,186336;45,126056;3;;;14;95;;;;;Unknown;;;6;;;;1;1
2009;1;9;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;15;95;;;;;Unknown;;;6;;;;3;6
2009;1;9;153;6;Balochistan;Dera Murad Jamali;28,54439;68,218002;2;;;19;153;;;;;Unknown;;;5;;;;1;4
2009;1;9;153;6;Sindh;Kashmore;28,432072;69,58089;2;;;19;153;;;;;Unknown;;;5;;;;0;0
2009;1;9;153;6;Balochistan;Dera Bugti;29,034412;69,158661;1;;;14;153;;;;;Baloch Republican Army (BRA);;;6;;;;4;10
2009;1;9;153;6;Punjab;Lahore;31,50547;74,34288;3;;;1;153;;;;;Unknown;;;6;;;;0;5
2009;1;9;153;6;Punjab;Lahore;31,50547;74,34288;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2009;1;9;186;6;Eastern;Trincomalee;8,577826;81,218719;3;;;19;186;;;;;Liberation Tigers of Tamil Eelam (LTTE);;;6;;;;7;6
2009;1;9;92;6;Assam;Guwahati;26,149794;91,763931;3;;;19;92;;;;;United Liberation Front of Assam (ULFA);;;6;;;;3;6
2009;1;9;92;6;Nagaland;Phek;25,702265;94,463534;6;;;4;92;;;;;National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM);;;5;;;;0;0
2009;1;9;153;6;North-West Frontier Province;Mardan;34,200592;72,048439;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2009;1;9;229;11;Orientale;Bitima;4,342181;28,617649;2;7;;14;229;;;;;Lord's Resistance Army (LRA);;;8;;;;0;0
2009;1;9;229;11;Orientale;Dungu;3,607113;28,562289;2;7;;14;229;;;;;Lord's Resistance Army (LRA);;;8;;;;0;0
2009;1;9;229;11;Orientale;Dungu;3,607113;28,562289;2;7;;14;229;;;;;Lord's Resistance Army (LRA);;;8;;;;0;0
2009;1;9;229;11;Orientale;Tongotongo;4,15;28,416667;7;2;;14;213;;;;;Lord's Resistance Army (LRA);;;8;13;;;0;0
2009;1;9;167;9;Ingushetia;Ordzhonikidzevskaya;43,316667;45,066667;3;;;1;167;;;;;Unknown;;;6;;;;0;1
2009;1;11;229;11;Orientale;Sambia;1,64063;26,419389;9;;;14;229;;;;;Lord's Resistance Army (LRA);;;13;;;;6;0
2009;1;10;182;11;Banaadir;Mogadishu;2,059819;45,326115;3;;;1;182;14;182;;;Unknown;;;6;;;;4;11
2009;1;10;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;3
2009;1;10;153;6;Balochistan;Sibi;29,548279;67,879189;1;;;14;153;3;153;;;Unknown;;;5;;;;2;0
2009;1;10;153;6;North-West Frontier Province;Naurang;32,823055;70,783745;3;;;1;153;;;;;Unknown;;;6;;;;0;0
2009;1;10;153;6;Federally Administered Tribal Areas;Khar;34,733517;71,519661;6;2;;1;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;13;;;;0;4
2009;1;10;92;6;Jharkhand;Anjan;23,125237;84,469438;2;;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;;;;2;0
2009;1;10;92;6;Orissa;Katulpeta;18,889969;83,290093;2;;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;5;9;;;1;0
2009;1;10;92;6;Jharkhand;Anjan;23,125237;84,469438;7;;;14;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;8;;;;0;0
2009;1;10;160;5;Lanao del Norte;Kauswagan;8,192046;124,084995;3;;;21;160;;;;;Moro Islamic Liberation Front (MILF);;;6;;;;0;0
2009;1;10;19;6;Dhaka;Dhaka;23,791275;90,418205;3;;;8;19;;;;;Unknown;;;6;;;;0;0
2009;1;10;153;6;North-West Frontier Province;Peshawar;34,006004;71,53743;6;;;15;153;;;;;Unknown;;;13;;;;0;0
2009;1;10;229;11;Orientale;Dungu;3,607113;28,562289;2;;;2;229;;;;;Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP);;;5;;;;1;2
2009;1;10;38;1;Alberta;Edmonton;53,543564;-113,490452;7;;;14;38;;;;;Unknown;;;8;;;;0;0
2009;1;8;6;10;Tebessa Province;Stah Guentis;35,000636;7,309944;3;;;14;6;;;;;Unknown;;;6;;;;0;3
2009;1;11;69;8;Ile-de-France;Saint-Denis;48,929565;2,359244;7;;;15;69;1;69;;;Unknown;;;8;;;;0;0
2009;1;11;95;10;Arbil;Makhmour;35,768353;43,588966;3;;;14;95;;;;;Unknown;;;6;;;;0;2
2009;1;11;95;10;Nineveh;Mosul;36,354145;43,14357;3;;;2;95;;;;;Unknown;;;6;;;;0;1
2009;1;11;153;6;Balochistan;Sui;28,633307;69,190369;3;;;21;153;;;;;Unknown;;;6;;;;0;0
2009;1;11;92;6;Jharkhand;Gurabanda;22,334014;86,545426;3;;;3;92;;;;;Communist Party of India - Maoist (CPI-Maoist);;;6;;;;1;1
2009;1;11;45;3;Norte de Santander;Unknown;7,946283;-72,898807;7;;;21;45;;;;;Revolutionary Armed Forces of Colombia (FARC);;;8;;;;0;0
2009;1;11;160;5;Masbate;Unknown;12,367627;123,621646;3;;;2;160;;;;;New People's Army (NPA);;;6;;;;0;3
2009;1;11;153;6;Federally Administered Tribal Areas;Wana;32,306099;69,579956;6;;;2;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;0;0
2009;1;11;229;11;Orientale;Gangalabodio;1,64063;26,419389;9;;;14;229;;;;;Lord's Resistance Army (LRA);;;13;;;;1;0
2009;1;11;229;11;Orientale;Bangadi;4,133986;27,908203;7;;;14;229;;;;;Lord's Resistance Army (LRA);;;8;;;;0;0
2009;1;12;167;9;Ingushetia;Nazran;43,2267;44,770569;1;;;4;167;;;;;Unknown;;;5;;;;1;0
2009;1;12;185;8;Galicia;Mos;42,195448;-8,65439;3;;;2;185;;;;;Unknown;;;6;;;;0;0
2009;1;12;182;11;Banaadir;Mogadishu;2,059819;45,326115;3;;;2;182;;;;;Unknown;;;6;;;;0;0
2009;1;15;69;8;Ile-de-France;Fontenay-sous-Bois;48,851542;2,475907;2;;;14;69;;;;;Unknown;;;9;;;;0;1
2009;1;12;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;3;10
2009;1;12;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;1;1
2009;1;12;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;3;95;;;Islamic Army in Iraq (al-Jaish al-Islami fi al-Iraq);;;6;;;;1;6
2009;1;12;153;6;North-West Frontier Province;Mingora;34,774479;72,364052;2;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;9;;;;1;0
2009;1;12;153;6;Federally Administered Tribal Areas;Mir Ali;32,975433;70,273735;2;;;14;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;2;0
2009;1;12;153;6;Balochistan;Quetta;30,200819;66,994354;3;;;14;153;;;;;Unknown;;;6;;;;0;0
2009;1;12;141;6;Eastern;Siraha district;26,795856;86,296866;2;;;2;141;;;;;Akhil Terai Mukti Morcha (ATMM);;;5;;;;1;0
2009;1;12;92;6;Assam;Dhemaji district;27,637545;94,884828;2;;;2;92;;;;;National Democratic Front of Bodoland (NDFB);;;5;;;;2;1
2009;1;12;92;6;Manipur;Imphal;24,798346;93,94043;3;;;1;92;;;;;Kangleipak Communist Party (KCP);;;6;;;;0;0
2009;1;12;195;11;Warap;Kwajok;8,304194;27,977667;6;2;;7;160;7;;;;Sudan Liberation Movement;;;5;;;;0;2
2009;1;13;15;8;Vienna;Vienna;48,208174;16,373819;2;;;14;15;;;;;Unknown;;;5;;;;1;0
2009;1;13;167;9;Karachayevo Cherkesiya Republic;Cherkessk;44,216667;42,05;1;;;2;167;;;;;Unknown;;;5;;;;1;0
2009;1;13;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;7
2009;1;13;153;6;North-West Frontier Province;Matta district;35,01646;72,361809;9;;;2;153;;;;;Unknown;;;13;;;;0;0
2009;1;13;153;6;North-West Frontier Province;Matta;34,92969;72,416834;2;;;1;153;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;1;1
2009;1;13;153;6;Federally Administered Tribal Areas;Miran Shah;33,006516;70,068253;2;;;14;4;;;;;Tehrik-i-Taliban Pakistan (TTP);;;5;;;;1;0
2009;1;13;160;5;Bukidnon;Bonacao;7,798464;125,395136;7;5;;1;160;;;;;New People's Army (NPA);;;8;;;;0;0
2009;1;13;160;5;Maguindanao;Datu Odin Sinsuat;7,189061;124,184975;3;;;14;160;;;;;Unknown;;;6;;;;0;0
2009;1;13;205;5;Pattani;Yarang;6,760263;101,295165;1;;;14;205;;;;;Unknown;;;5;;;;1;0
2009;1;14;95;10;Kirkuk;Kirkuk;35,45211;44,375465;2;;;3;95;;;;;Unknown;;;5;;;;1;0
2009;1;14;95;10;Baghdad;Baghdad;33,303566;44,371773;3;;;14;95;;;;;Unknown;;;6;;;;0;4
2009;1;14;95;10;Kirkuk;Kirkuk;35,45211;44,375465;2;;;3;95;;;;;Unknown;;;5;;;;1;0
2009;1;14;182;11;Banaadir;Mogadishu;2,059819;45,326115;9;;;2;182;;;;;Al-Shabaab;;;13;;;;5;0
2009;1;14;182;11;Banaadir;Mogadishu;2,059819;45,326115;2;;;14;182;;;;;Unknown;;;5;;;;9;16
2009;1;14;153;6;Federally Administered Tribal Areas;Orakzai district;33,697271;71,144852;1;;;14;153;;;;;Unknown;;;5;;;;1;0
2009;1;14;153;6;North-West Frontier Province;Nowshera;34,007206;71,983078;3;;;14;95;;;;;Unknown;;;6;;;;0;0
2009;1;14;45;3;Valle del Cauca;Cali;3,429344;-76,516037;3;;;19;45;;;;;Revolutionary Armed Forces of Colombia (FARC);;;6;;;;0;0
2009;1;14;95;10;Nineveh;Mosul;36,354145;43,14357;3;;;8;95;;;;;Unknown;;;6;;;;0;0
2009;1;14;141;6;Eastern;Siraha district;26,795856;86,296866;2;;;14;141;;;;;Madhesh Rastra Janatantrik Revolutionary (RJR) - Nepal;;;5;;;;2;0
2009;1;14;205;5;Narathiwat;Sungai Kolok;5,993038;101,966181;3;;;2;205;;;;;Unknown;;;6;;;;0;0
